,date,USA_high,USA_low,CAN_high,CAN_low,Travel_high,Travel_low,RealEstate_high,RealEstate_low,PreciousMetals_high,PreciousMetals_low
430,2014-06-13,196.05,193.11,21.7,21.4,30.99,29.52,23.83,23.0,11.48,10.68
431,2014-06-06,195.43,191.97,21.41,21.14,30.2,29.35,23.93,23.4,10.81,10.42
432,2014-05-30,192.8,190.95,21.36,20.98,30.64,29.67,23.35,23.04,11.06,10.34
433,2014-05-23,190.48,187.07,21.32,20.91,30.97,30.04,23.28,23.04,11.23,10.99
434,2014-05-16,190.42,186.48,21.2,20.86,31.0,30.23,23.36,23.02,11.4,11.02
435,2014-05-09,189.05,186.01,21.2,20.87,32.17,31.0,23.1,22.69,11.74,11.12
436,2014-05-02,189.14,184.96,21.24,20.79,32.86,31.73,22.99,22.6,11.64,11.31
437,2014-04-25,188.4,185.87,20.98,20.77,89.9,29.99,24.18,22.58,11.71,11.02
438,2014-04-17,186.91,181.44,20.84,20.43,91.02,88.16,22.7,22.23,11.77,11.23
439,2014-04-11,187.17,181.31,20.74,20.41,94.79,89.5,22.55,22.13,11.92,11.46
440,2014-04-04,189.7,185.52,20.83,20.56,93.67,90.2,22.44,22.0,11.76,11.25
441,2014-03-28,187.34,183.9,20.75,20.35,95.1,90.07,22.27,21.77,12.21,11.15
442,2014-03-21,189.02,185.47,20.85,20.52,95.0,84.34,22.34,21.74,13.28,12.26
443,2014-03-07,188.96,183.75,20.73,20.42,88.4,87.27,22.62,22.08,12.83,12.35
444,2014-02-28,187.15,184.2,20.68,20.52,88.47,87.36,22.49,22.27,12.91,12.32
445,2014-02-21,184.95,182.6,20.62,20.3,88.5,85.4,22.44,21.92,12.95,12.27
446,2014-02-14,184.36,179.21,20.33,19.9,88.15,84.55,22.08,21.7,12.7,11.62
447,2014-02-07,179.87,173.71,19.93,19.4,84.73,81.9,21.85,21.14,11.56,11.07
448,2014-01-31,179.81,176.88,19.9,19.57,82.49,79.5,21.78,21.38,11.7,11.07
449,2014-01-24,184.77,178.83,20.3,19.82,82.0,80.6,22.19,21.5,11.67,10.95
450,2014-01-17,184.94,181.34,20.13,19.77,80.99,78.0,21.75,21.27,11.13,10.3
451,2014-01-10,184.22,182.08,19.92,19.44,82.61,78.58,21.65,20.8,10.42,9.99
452,2014-01-03,184.69,182.48,19.74,19.55,80.66,79.71,20.98,20.6,10.25,9.45
453,2013-12-27,184.18,182.07,19.7,19.6,80.25,80.0,20.88,20.74,9.85,9.72
454,2013-12-20,181.99,177.32,19.6,19.03,81.0,78.34,20.87,20.01,9.95,9.41
455,2013-12-13,181.67,177.76,19.36,18.9,79.82,77.3,20.8,20.16,10.09,9.38
456,2013-12-06,181.43,178.35,19.55,19.08,80.97,77.48,20.91,20.57,9.97,9.43
457,2013-11-29,181.75,180.37,19.61,19.37,83.05,73.64,21.06,20.69,10.18,9.75
458,2013-11-22,180.83,177.98,19.62,19.41,74.02,71.85,21.44,20.75,10.74,9.97
459,2013-11-15,180.12,176.09,19.55,19.24,73.61,71.16,21.38,20.8,11.04,10.65
460,2013-11-08,177.64,174.76,19.42,19.2,72.12,70.78,21.51,20.77,11.11,10.54
461,2013-11-01,177.51,175.22,19.46,19.25,72.47,70.12,21.9,21.26,11.98,10.7
462,2013-10-25,176.0,173.96,19.33,18.93,71.99,69.55,21.93,21.34,11.74,10.7
463,2013-10-18,174.51,169.08,18.97,18.51,70.98,68.46,21.6,21.13,10.87,10.07
464,2013-10-11,170.32,164.53,18.68,18.26,68.74,65.0,21.19,20.31,10.85,10.12
465,2013-10-04,169.5,166.84,18.53,18.26,67.72,64.15,20.95,20.45,11.08,10.5
466,2013-09-27,170.65,168.47,18.54,18.36,65.72,62.43,21.0,20.64,11.35,10.69
467,2013-09-20,173.6,170.04,18.62,18.38,64.14,62.84,21.52,20.44,12.18,11.0
468,2013-09-06,166.98,163.7,18.75,18.41,63.72,61.05,20.38,20.0,12.7,12.05
469,2013-08-30,167.3,163.05,18.53,18.16,61.29,56.5,20.43,20.0,13.68,12.17
470,2013-08-23,166.83,164.19,18.47,18.08,62.48,57.67,20.37,19.69,13.2,12.53
471,2013-08-16,169.9,165.5,18.47,18.02,62.97,58.05,20.68,19.98,13.18,11.57
472,2013-08-09,170.96,168.55,18.11,17.84,62.59,60.23,20.9,20.72,11.4,10.3
473,2013-08-02,170.97,168.11,18.35,17.95,63.99,62.6,20.97,20.48,11.76,10.98
474,2013-07-26,169.86,167.52,18.46,18.24,64.96,63.41,21.49,20.88,12.07,11.34
475,2013-07-19,169.27,167.07,18.34,17.98,64.78,61.59,21.68,21.17,11.15,10.42
476,2013-07-12,167.93,163.08,18.04,17.5,63.8,56.98,21.67,20.86,10.71,9.93
477,2013-07-05,163.08,160.22,17.59,17.3,63.85,62.85,21.2,20.62,10.75,9.92
478,2013-06-28,161.82,155.73,17.55,16.96,62.5,60.01,20.96,19.5,10.63,9.62
479,2013-06-21,165.99,157.47,17.94,17.15,62.83,59.89,20.8,19.15,12.03,10.31
480,2013-06-14,165.4,161.3,17.88,17.38,59.48,56.91,20.79,19.72,12.5,11.86
481,2013-06-07,165.1,160.25,18.33,17.71,58.51,57.0,21.23,20.35,13.11,12.3
482,2013-05-31,167.78,163.13,18.5,18.24,59.51,57.25,22.6,20.56,12.87,11.67
483,2013-05-24,169.07,163.94,18.64,18.19,62.46,59.08,23.28,21.84,12.2,11.48
484,2013-05-17,167.04,162.82,18.24,17.92,61.1,59.69,23.01,22.38,12.41,11.27
485,2013-05-10,163.7,161.42,18.17,17.86,60.66,59.88,22.66,22.28,12.89,11.9
486,2013-05-03,161.88,158.1,18.02,17.56,62.0,59.03,22.66,22.3,12.62,12.02
487,2013-04-26,159.27,154.75,17.76,17.3,60.1,58.74,22.7,22.16,13.1,11.81
488,2013-04-19,158.13,153.55,17.56,17.15,61.0,57.2,22.49,21.98,12.64,11.44
489,2013-04-12,159.71,154.75,18.07,17.65,58.45,54.92,22.24,21.8,15.14,13.35
490,2013-04-05,157.21,153.77,18.36,17.58,56.5,54.71,21.8,20.76,15.89,14.14
491,2013-03-28,156.85,154.35,18.4,18.14,55.09,53.06,21.01,20.73,16.05,15.61
492,2013-03-22,155.95,153.59,18.64,18.3,56.02,53.75,21.65,20.75,16.26,15.82
493,2013-03-08,155.65,151.52,18.69,18.43,56.97,53.02,21.42,20.89,16.14,15.18
494,2013-02-15,152.61,151.39,18.53,18.31,53.87,53.4,20.45,20.26,17.41,16.47
495,2013-01-25,150.25,147.98,18.63,18.38,49.2,48.0,20.63,20.14,18.81,17.49
496,2013-01-18,148.49,146.2,18.4,18.12,49.5,48.99,20.1,19.8,18.64,18.16
497,2012-12-28,142.71,139.87,17.85,17.72,48.35,47.94,19.8,19.51,18.7,18.23
498,2012-12-21,145.58,141.94,18.01,17.67,48.82,47.77,19.87,19.18,18.68,17.83
499,2012-12-14,144.55,141.88,17.89,17.62,50.03,48.3,19.67,19.03,19.15,18.4
500,2012-12-07,142.92,140.37,17.7,17.47,49.42,48.0,19.32,19.01,19.33,18.33
501,2012-11-30,142.51,139.0,17.73,17.32,48.97,45.78,19.15,18.81,19.9,18.92
502,2012-11-23,141.4,136.41,17.66,17.24,48.29,47.36,19.03,18.54,19.96,19.31
503,2012-11-09,143.52,137.55,17.87,17.45,48.67,47.75,19.14,18.75,21.21,20.19
504,2012-11-02,143.72,140.68,18.01,17.61,49.69,48.23,19.1,18.58,21.61,20.25
505,2012-10-26,143.67,140.39,17.85,17.4,49.16,48.82,19.08,18.67,21.35,20.43
506,2012-10-19,146.52,142.77,17.93,17.39,49.8,49.26,19.03,18.38,21.47,20.52
507,2012-10-12,146.12,142.58,17.76,17.43,50.01,48.41,18.59,18.3,21.67,20.85
508,2012-10-05,147.16,143.83,17.9,17.68,48.1,45.25,18.69,18.38,22.11,21.54
509,2012-09-28,146.24,142.95,17.72,17.43,45.39,45.22,18.73,18.4,21.91,20.72
510,2012-09-21,147.19,145.63,18.07,17.68,45.69,44.8,18.87,18.48,22.18,21.41
511,2012-09-14,148.11,143.46,18.1,17.58,50.38,46.3,18.98,18.31,21.67,19.77
512,2012-09-07,144.39,140.13,17.7,17.13,50.15,49.12,18.64,18.04,20.62,19.38
513,2012-08-24,143.09,140.22,17.53,17.24,52.22,48.0,18.57,18.26,19.87,18.52
514,2012-08-17,142.3,140.04,17.39,16.92,51.51,47.93,18.46,18.2,18.92,18.05
515,2012-08-10,140.92,139.56,17.05,16.87,50.01,47.7,18.9,18.26,18.6,18.19
516,2012-08-03,139.64,135.58,16.93,16.41,47.45,47.45,18.76,18.43,18.4,17.35
517,2012-07-20,138.18,134.55,16.75,16.44,50.0,47.95,18.83,18.32,18.06,17.4
518,2012-07-13,136.23,132.6,16.8,16.29,48.0,43.95,18.58,18.29,19.11,17.41
519,2012-07-06,137.8,134.85,17.17,16.68,45.6,44.3,18.86,18.34,19.69,18.88
520,2012-06-29,136.27,130.85,16.72,16.15,45.65,44.16,18.34,17.67,19.5,18.33
521,2012-06-22,136.25,132.33,17.06,16.31,45.1,40.4,18.05,17.72,20.61,18.86
522,2012-06-08,133.53,127.14,16.8,16.05,42.7,39.77,17.7,16.91,21.27,19.65
523,2012-06-01,133.93,128.16,16.74,16.26,41.0,39.75,18.11,17.11,20.51,18.53
524,2012-05-25,133.23,129.95,16.66,16.11,42.49,37.86,17.48,17.02,19.42,17.79
525,2012-05-11,137.56,134.49,16.95,16.46,43.93,40.83,17.9,17.6,18.72,17.44
526,2012-05-04,141.66,136.92,17.67,16.84,45.0,42.61,18.04,17.66,19.67,18.29
527,2012-04-27,140.79,135.94,17.5,17.04,43.32,38.98,17.78,17.25,19.59,18.7
528,2012-04-20,139.36,136.58,17.53,17.19,41.0,34.0,17.74,17.31,20.2,19.39
529,2012-04-13,139.84,135.76,17.49,16.95,34.5,34.0,17.43,16.89,20.33,19.5
530,2012-03-23,141.28,138.55,18.03,17.66,33.36,33.0,17.83,17.55,21.28,20.54
531,2012-02-17,136.63,134.25,17.93,17.55,30.35,29.48,17.67,17.19,23.44,22.64
532,2012-02-10,135.59,133.64,18.03,17.6,31.14,29.54,17.49,17.15,24.06,23.12
533,2012-02-03,134.62,130.06,18.08,17.0,30.37,29.54,17.41,17.02,24.65,23.88
534,2012-01-27,133.4,130.6,18.08,17.69,32.21,29.01,17.2,16.95,24.57,22.38
535,2011-12-30,126.82,124.73,17.1,16.68,32.0,29.1,16.18,15.91,22.69,21.59
536,2011-11-25,120.35,116.2,16.94,16.29,30.53,29.54,16.04,15.58,25.34,24.34
537,2011-11-11,128.02,122.86,17.92,17.15,32.0,30.99,17.03,16.3,27.27,25.81
538,2011-10-21,124.12,119.2,17.31,16.73,31.5,30.15,16.98,15.99,24.98,22.77
539,2011-10-07,117.25,107.43,17.05,15.61,30.74,28.71,15.68,14.75,25.25,22.83
540,2011-09-23,121.99,111.3,17.7,16.15,30.88,28.27,16.09,14.86,28.27,24.1
541,2011-09-09,120.94,114.38,18.31,17.67,29.88,29.01,16.79,15.87,28.4,26.6
542,2011-09-02,123.51,117.43,18.37,17.75,32.44,28.76,16.76,16.3,27.17,25.41
543,2011-08-26,119.4,112.41,17.85,17.2,31.91,30.65,16.05,15.4,26.89,24.43
544,2011-08-19,121.2,112.5,18.25,17.14,31.49,29.5,16.71,15.74,25.83,24.68
545,2011-08-12,120.12,110.27,18.13,16.64,30.5,28.5,16.35,14.0,25.46,23.32
546,2011-08-05,130.96,116.86,18.48,16.98,31.99,29.94,17.21,15.97,24.66,22.63
547,2011-07-22,134.82,129.63,19.33,18.86,32.49,30.5,17.68,17.18,25.14,24.13
548,2011-06-24,129.81,126.19,19.0,18.47,29.46,26.6,17.53,17.25,23.25,22.04
549,2011-06-10,130.36,127.26,19.48,18.75,28.01,28.01,18.02,17.39,23.89,22.45
550,2011-06-03,134.92,130.08,20.04,19.15,28.57,27.26,18.22,17.84,24.38,23.56
551,2011-05-27,133.87,131.38,19.96,19.5,28.0,26.14,18.08,17.43,24.32,23.5
552,2011-05-06,137.18,133.02,20.29,19.29,26.5,26.03,17.97,17.53,25.29,23.11
553,2011-04-21,133.84,129.51,20.07,19.48,27.0,26.15,17.28,16.98,25.77,24.77
554,2011-04-15,133.45,130.27,20.37,19.67,27.78,26.0,17.29,16.81,25.83,24.8
555,2011-04-08,134.0,132.31,20.58,20.21,26.3,25.51,17.42,16.57,25.94,24.41
556,2011-04-01,133.77,130.44,20.43,19.91,26.25,25.37,17.25,16.89,24.88,24.15
557,2011-03-25,131.87,128.32,20.42,20.15,25.99,25.18,17.5,16.56,25.29,23.83
558,2011-03-18,130.48,125.28,20.15,19.25,25.89,24.66,17.15,16.39,24.03,23.0
559,2011-03-11,133.16,129.49,20.71,19.57,26.1,24.76,17.83,17.0,25.21,23.49
560,2011-03-04,133.69,130.35,20.67,20.33,26.49,24.9,17.85,17.2,25.34,24.41
561,2011-02-25,134.56,129.7,20.48,19.95,27.5,25.32,17.9,17.12,25.42,24.24
562,2011-02-18,134.69,132.32,20.48,19.95,27.24,26.61,17.65,17.22,25.21,23.94
563,2011-02-04,131.2,127.75,20.0,19.37,27.25,26.43,17.82,17.1,24.32,23.18
564,2011-01-28,130.35,127.51,19.46,19.0,27.5,26.42,17.82,17.27,23.82,22.72
565,2011-01-21,129.64,127.13,19.53,19.05,27.39,26.5,18.48,17.2,24.06,23.13
566,2011-01-14,129.33,126.2,19.39,18.85,28.0,26.82,17.52,16.98,24.81,23.44
567,2010-12-31,126.2,125.04,19.35,19.17,28.24,26.06,17.64,17.2,26.34,26.0
568,2010-12-17,125.23,123.75,19.24,18.81,26.5,25.11,17.38,16.32,26.83,25.61
569,2010-12-10,124.6,122.41,19.19,18.88,26.84,25.4,17.53,17.08,27.67,26.14
570,2010-12-03,123.03,117.74,19.0,18.4,26.5,25.5,17.49,16.9,27.08,25.19
571,2010-11-19,121.05,117.59,18.71,18.05,25.29,24.28,17.55,16.9,25.93,24.99
572,2010-11-05,122.92,117.85,18.7,18.08,24.75,23.75,18.2,17.56,26.12,24.51
573,2010-10-29,119.76,117.26,18.34,18.03,24.64,23.69,18.21,17.61,25.19,23.95
574,2010-10-08,116.86,113.18,18.22,17.78,23.75,23.15,17.9,17.19,25.67,24.54
575,2010-09-24,114.9,112.18,17.99,17.59,23.79,22.99,17.43,16.82,25.4,24.35
576,2010-09-03,110.99,104.49,17.93,17.36,24.26,22.54,16.94,16.48,25.11,23.99
577,2010-08-27,108.57,104.29,17.44,16.78,23.49,21.19,16.67,16.11,24.49,23.04
578,2010-08-13,113.18,107.6,17.45,16.81,21.47,20.03,18.06,15.99,22.94,22.31
579,2010-07-30,112.29,108.98,17.37,17.04,22.29,21.2,16.41,15.85,22.2,20.97
580,2010-07-23,110.57,105.82,17.2,16.82,22.2,19.68,16.25,15.42,22.27,21.48
581,2010-07-16,110.09,106.45,17.29,16.94,20.95,19.78,15.62,15.12,22.88,22.05
582,2010-07-09,107.97,101.88,17.04,16.26,19.25,18.07,15.26,14.51,22.71,21.93
583,2010-07-02,108.32,101.13,17.22,16.38,18.11,18.1,15.95,14.94,24.43,22.68
584,2010-06-25,113.2,106.77,17.9,17.09,18.5,17.94,15.7,15.0,24.22,23.14
585,2010-06-11,109.75,104.65,17.31,16.85,19.04,18.9,15.15,14.4,23.55,22.22
586,2010-06-04,111.06,106.46,17.54,17.08,19.7,18.75,15.34,14.89,23.03,22.08
587,2010-05-28,110.8,104.38,17.48,16.68,19.4,17.87,15.47,14.87,23.03,21.82
588,2010-05-14,117.68,112.87,18.04,17.51,18.77,18.0,16.81,15.34,24.0,21.83
589,2010-05-07,120.68,105.0,18.13,16.85,19.3,18.05,16.6,15.5,22.78,21.47
590,2010-04-30,122.12,118.25,18.16,17.76,19.56,18.5,16.33,15.76,22.53,20.78
591,2010-04-23,121.86,118.47,18.03,17.59,18.68,18.0,16.08,15.42,20.94,20.13
592,2010-04-16,121.57,118.75,18.06,17.68,20.56,18.99,16.17,15.8,21.23,20.18
593,2010-04-09,119.6,117.6,17.98,17.57,18.75,17.46,16.08,15.29,21.32,20.23
594,2010-03-05,114.34,111.17,17.71,17.18,19.06,19.06,15.59,15.02,20.98,19.81
595,2010-02-26,111.58,108.94,17.37,16.81,19.98,19.5,15.5,14.8,20.3,19.14
596,2010-02-19,111.57,107.82,17.36,16.93,20.0,19.01,15.09,14.38,20.57,20.06
597,2010-02-12,108.25,105.81,16.87,16.31,19.03,19.01,14.93,14.36,20.0,18.94
598,2010-02-05,110.59,104.58,16.82,16.17,20.66,20.24,15.37,14.78,19.92,18.31
599,2010-01-29,110.47,107.22,16.8,16.3,20.68,20.0,15.54,15.1,20.26,18.68
600,2010-01-22,115.13,109.09,17.26,16.61,21.0,19.51,15.83,15.1,21.07,19.46
601,2010-01-08,114.62,111.51,17.71,17.44,20.7,19.46,15.92,15.53,22.06,21.13
602,2009-12-31,113.03,111.39,17.44,17.25,21.1,20.02,16.1,15.55,21.11,20.64
603,2009-12-24,112.6,110.76,17.43,17.15,20.9,20.1,15.85,15.66,21.34,20.35
604,2009-12-11,111.53,109.02,17.31,16.79,21.85,21.25,15.74,15.31,22.55,21.42
605,2009-12-04,112.38,108.12,17.74,17.07,22.15,21.26,16.19,15.2,24.61,22.24
606,2009-11-27,111.74,108.29,17.59,16.86,21.59,19.95,15.7,15.19,23.8,22.51
607,2009-11-20,111.69,109.01,17.55,17.18,20.99,19.03,15.98,15.38,23.38,22.49
608,2009-11-13,110.82,107.87,17.29,16.92,20.43,19.39,15.59,14.56,22.76,21.86
609,2009-11-06,107.4,103.08,16.8,16.03,20.1,18.71,15.65,14.36,22.08,19.45
610,2009-10-30,109.31,103.44,17.25,16.06,19.43,18.05,15.99,14.29,21.25,19.11
611,2009-10-09,107.26,102.6,17.22,16.35,19.39,17.54,15.83,14.64,22.25,20.0
612,2009-10-02,107.02,101.99,17.3,16.28,19.08,17.78,15.84,14.94,21.06,19.85
613,2009-09-11,105.3,102.39,17.09,16.56,20.2,19.75,15.8,14.9,22.35,20.53
614,2009-09-04,103.24,99.57,16.68,16.07,19.99,17.45,15.6,14.52,21.99,18.78
615,2009-08-28,104.35,101.94,16.68,16.26,20.21,17.6,15.24,14.31,19.46,18.5
616,2009-08-21,103.13,98.11,16.43,15.83,18.49,17.03,14.88,14.31,18.98,18.1
617,2009-08-14,101.61,99.46,16.45,16.01,17.96,17.0,15.48,14.4,19.18,18.51
618,2009-08-07,102.03,99.31,16.89,16.4,18.17,17.28,14.99,13.79,19.74,19.11
619,2009-07-31,99.83,96.98,16.56,15.85,17.48,16.55,13.75,13.41,19.51,18.03
620,2009-07-24,98.14,94.19,16.36,15.85,17.0,16.01,14.0,12.76,19.97,19.23
621,2009-07-17,94.51,87.59,15.87,14.58,16.5,13.59,13.1,12.51,19.47,17.85
622,2009-07-10,89.93,87.0,15.39,14.51,13.96,13.35,13.58,12.62,19.47,18.12
623,2009-06-26,92.24,88.85,15.88,14.88,14.23,13.77,13.37,12.77,20.62,18.33
624,2009-06-05,95.67,92.76,16.37,15.72,13.94,12.63,13.66,12.7,21.3,19.86
625,2009-05-15,92.11,88.15,15.58,14.8,14.24,13.05,12.82,12.39,20.28,18.67
626,2009-05-01,89.02,84.76,14.63,14.11,13.68,12.94,13.17,12.38,18.66,17.16
627,2009-04-24,87.31,82.75,14.61,13.76,13.18,12.67,12.77,12.25,18.69,17.12
628,2009-04-17,87.65,83.61,14.52,13.91,13.0,12.5,12.99,12.2,18.7,16.64
629,2009-04-09,85.82,81.51,14.1,13.44,13.47,12.3,12.44,12.09,19.15,18.03
630,2009-03-27,83.3,78.31,13.81,13.31,13.43,12.15,11.73,10.58,21.48,19.88
631,2009-03-13,76.98,67.73,12.9,11.45,13.44,13.24,10.85,10.79,19.29,17.17
632,2009-03-06,73.92,67.1,12.17,11.41,13.79,13.01,10.55,9.74,19.9,17.63
633,2009-02-20,82.96,75.77,12.96,11.9,12.99,12.64,11.54,10.71,21.81,20.41
634,2009-02-13,87.74,81.05,13.94,12.98,13.74,12.56,12.82,11.69,21.09,19.24
635,2009-01-30,87.95,82.21,13.67,12.88,14.3,13.48,12.87,12.2,20.52,18.08
636,2009-01-16,88.91,81.72,13.78,12.8,15.01,13.81,13.71,12.59,18.14,16.28
637,2009-01-09,94.45,85.36,14.44,13.66,13.63,13.51,14.23,13.91,18.3,16.5
638,2008-12-19,92.43,86.29,13.5,12.65,13.83,12.72,14.71,14.47,18.8,16.8
639,2008-12-12,92.38,85.2,13.39,12.38,13.56,12.41,14.6,13.89,17.67,14.85
640,2008-11-28,90.13,80.36,14.02,12.4,14.77,11.15,13.73,12.49,15.99,14.08
641,2008-11-21,88.56,74.34,13.75,11.6,15.95,14.07,13.0,11.68,14.57,10.87
642,2008-11-14,95.53,82.09,15.16,13.0,16.15,15.51,14.0,13.0,13.36,10.64
643,2008-10-24,99.1,84.0,15.53,13.0,15.6,14.3,16.19,14.34,13.6,9.32
644,2008-10-10,107.62,83.58,16.0,13.45,14.23,12.53,17.0,14.59,16.87,13.06
645,2008-10-03,119.34,109.68,18.01,16.22,15.2,13.38,19.38,17.7,17.5,14.3
646,2008-09-05,130.71,122.0,20.45,18.84,14.01,12.75,20.88,20.0,16.79,15.05
